filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00000.wav,661500,0.34995052,0.08875216,0.130192,0.0028303715,1784.4165456667672,129739.8374013534,2002.6571062203575,85829.34590770825,3806.4186497738488,901329.6602966429,0.08306639113293343,0.0007667342953635373,-4.526435e-05,0.008171827,6.841947e-06,0.005704281,123.046875,-113.619384765625,121.55301666259766,-19.15105628967285,42.345767974853516,-6.3711676597595215,18.613033294677734,-13.692060470581055,15.339378356933594,-12.28361701965332,10.973774909973145,-8.322409629821777,8.806787490844727,-3.665802478790283,5.745938777923584,-5.1617112159729,0.7502979636192322,-1.6883580684661865,-0.40932849049568176,-2.2988691329956055,1.219947099685669,2570.812744140625,295.72442626953125,235.57981872558594,150.83535766601562,168.02464294433594,89.16958618164062,67.60478973388672,69.06307220458984,82.15250396728516,63.400474548339844,61.8105354309082,51.29199981689453,41.25163269042969,40.56098175048828,49.8234977722168,52.46413803100586,36.564605712890625,41.64362335205078,55.07668685913086,46.97563552856445,blues
blues.00001.wav,661500,0.3409451,0.09496806,0.095891684,0.0023740323,1529.8713139905356,376011.6501008,2038.6121426557384,213889.87384310752,3548.9868730952494,2976792.419586478,0.056044256724071206,0.0014485033470784323,0.00014215852,0.005096857,-0.00018055594,0.0030666413,67.99958881578948,-207.58151245117188,123.99714660644531,8.939114570617676,35.870758056640625,2.9199702739715576,21.518787384033203,-8.555368423461914,23.355937957763672,-10.10103702545166,11.906444549560547,-5.5581231117248535,5.375942230224609,-2.237832546234131,4.217124938964844,-6.011047840118408,0.9326680302619934,-0.7170278429985046,0.29233333468437195,-0.2857167720794678,0.5321443676948547,7770.7724609375,560.1630249023438,572.7000732421875,264.8553161621094,280.0474853515625,156.47044372558594,200.9696502685547,142.3724822998047,166.2321319580078,104.35857391357422,105.22369384765625,96.2992172241211,64.90086364746094,73.1779556274414,52.48499298095703,55.36429214477539,60.1132926940918,48.13774108886719,51.13121795654297,45.82323455810547,blues
blues.00002.wav,661500,0.36356187,0.085277244,0.17549369,0.0027525949,1552.637786241024,156538.29470869634,1747.3820283592036,76150.68877843286,3041.0899442784926,782946.5225498029,0.07630074799245357,0.0010072891555751452,1.2605996e-06,0.016350074,-1.565285e-05,0.007462036,161.4990234375,-90.7763442993164,140.4486083984375,-29.10055923461914,31.687339782714844,-13.975971221923828,25.74168586730957,-13.644712448120117,11.623111724853516,-11.775920867919922,9.70046615600586,-13.115348815917969,5.785762786865234,-8.89973258972168,-1.0870238542556763,-9.216773986816406,2.453648328781128,-7.721793174743652,-1.8164973258972168,-3.434353828430176,-2.231391191482544,3319.79345703125,509.1120300292969,411.98699951171875,144.1476593017578,156.01559448242188,74.46932220458984,106.68324279785156,106.62772369384766,65.68541717529297,67.8454818725586,57.64644241333008,64.60154724121094,60.4764518737793,57.744468688964844,36.467384338378906,40.62019729614258,47.70027542114258,52.418174743652344,46.630062103271484,30.62622833251953,blues
blues.00003.wav,661500,0.40484834,0.09401797,0.14113921,0.006339857,1070.1100590065275,184506.6554212823,1596.2442043857204,166637.56843817822,2185.0617872303114,1494194.063112875,0.03330894446594427,0.0004230743810646026,3.796844e-06,0.01906335,-1.7887824e-05,0.0027127906,63.02400914634146,-199.46200561523438,150.0947265625,5.649167060852051,26.87014389038086,1.7554410696029663,14.2368803024292,-4.8288726806640625,9.29784870147705,-0.7531418800354004,8.147393226623535,-3.1952357292175293,6.085353374481201,-2.4761884212493896,-1.076224684715271,-2.876056432723999,0.776908814907074,-3.3200552463531494,0.6372627019882202,-0.6175069212913513,-3.40693998336792,5495.97216796875,456.566650390625,257.0472106933594,158.19778442382812,267.9021301269531,126.88235473632812,156.0621795654297,81.17086029052734,92.3619155883789,71.22305297851562,110.32543182373047,48.183528900146484,56.81339645385742,62.254207611083984,51.64638137817383,44.456993103027344,50.236968994140625,37.3519172668457,37.29116439819336,31.988441467285156,blues
blues.00004.wav,661500,0.30859816,0.08785043,0.0915404,0.0023050553,1835.507008508757,343334.2370413527,1748.3674768917701,88460.06122800862,3581.003346162684,1572132.8216511165,0.1015001421004257,0.001953508818485157,-1.7863607e-05,0.004817581,-9.764641e-06,0.0030946692,135.99917763157896,-160.29185485839844,126.19576263427734,-35.602500915527344,22.151168823242188,-32.487640380859375,10.862022399902344,-23.357162475585938,0.5005230903625488,-11.804770469665527,1.2038776874542236,-13.085074424743652,-2.8098487854003906,-6.9356207847595215,-7.559293746948242,-9.172151565551758,-4.510408401489258,-5.453736305236816,-0.9244677424430847,-4.408076286315918,-11.70183277130127,5198.14453125,853.7379150390625,333.7117614746094,193.67330932617188,336.4510803222656,134.79673767089844,93.30082702636719,124.761474609375,129.9887237548828,99.79520416259766,80.30308532714844,86.49202728271484,89.61348724365234,70.93245697021484,75.76922607421875,86.01277923583984,75.32817077636719,53.57756423950195,62.92851257324219,55.21512222290039,blues
blues.00005.wav,661500,0.30241403,0.087562,0.10343772,0.0039837337,1831.9900686058324,1031295.6028489613,1729.4562590216863,201999.80825926352,3480.8539517523704,3276452.4461247083,0.09403986975135449,0.006237169845177415,1.2943174e-07,0.008084852,-2.6809032e-05,0.0032449372,69.83741554054055,-177.88876342773438,118.18952941894531,-17.550729751586914,30.753101348876953,-21.732107162475586,11.898545265197754,-20.732280731201172,3.176168918609619,-8.57577133178711,-0.9401844143867493,-11.773799896240234,-2.4260759353637695,-9.342486381530762,-9.947081565856934,-3.9053468704223633,-5.568540573120117,-1.839969277381897,-2.784175395965576,-3.046112298965454,-8.115227699279785,7303.50634765625,3197.609619140625,654.1477661132812,485.98712158203125,433.4810791015625,266.09051513671875,169.84759521484375,133.68482971191406,172.3314971923828,100.12964630126953,76.59606170654297,78.50408172607422,80.13263702392578,47.55309295654297,60.05133819580078,72.58189392089844,68.71983337402344,42.46665954589844,39.82917785644531,46.29248046875,blues
blues.00006.wav,661500,0.29140565,0.09400271,0.1416879,0.008782834,1459.0353759867005,438118.0313948354,1388.7255154666873,185132.01316567737,2795.67476160386,1622690.8513254016,0.07302790308146284,0.0019095948180740175,-1.2958956e-05,0.016921,-2.038913e-05,0.005961976,71.77734375,-190.17503356933594,130.29241943359375,-36.348472595214844,33.029090881347656,11.085680961608887,-0.5963723063468933,-20.882356643676758,0.2771160304546356,-6.500870704650879,-5.515623569488525,-7.8452887535095215,-3.1235992908477783,-6.595715045928955,-9.947577476501465,-6.540925025939941,-10.071379661560059,-10.912118911743164,-6.970003128051758,-3.4485127925872803,-6.498457908630371,9646.4248046875,1934.43115234375,1307.643798828125,480.3209228515625,1083.58837890625,280.2236328125,151.68829345703125,102.89617919921875,131.14715576171875,153.48947143554688,87.57829284667969,64.22461700439453,79.16398620605469,63.0743522644043,86.41678619384766,83.32279205322266,56.937705993652344,38.26759719848633,48.09358215332031,70.01957702636719,blues
blues.00007.wav,661500,0.30731454,0.09284914,0.13174523,0.0055352026,1451.849458195484,449937.6623600597,1577.5518581340878,168258.25613475151,2955.7654602239745,1630564.829502154,0.06143500266060371,0.001850010001473945,2.0959864e-05,0.0132185435,-4.8619986e-05,0.0048556007,92.28515625,-179.42007446289062,136.4420928955078,-26.644338607788086,39.979591369628906,5.30181360244751,10.921236991882324,-20.555347442626953,8.507476806640625,-11.35435962677002,-3.4690983295440674,-8.414113998413086,-6.956975936889648,-3.5483484268188477,-8.05168342590332,-8.960484504699707,-8.421076774597168,-10.558598518371582,-10.790191650390625,-4.700794696807861,-8.638815879821777,6575.4541015625,1479.9727783203125,590.977294921875,353.15911865234375,650.447509765625,136.36312866210938,163.7014617919922,151.4786834716797,172.02490234375,178.41543579101562,147.66683959960938,83.77753448486328,93.33136749267578,57.46663284301758,82.29772186279297,70.47698974609375,52.03233337402344,60.51919937133789,65.58995056152344,56.33534622192383,blues
blues.00008.wav,661500,0.40899816,0.086519666,0.14236063,0.0015028988,1719.2739373585318,163389.65313279652,2031.687343951792,105613.204277238,3781.5188003398316,1262995.5252842957,0.06402757957623839,0.0007318890633277895,5.9060767e-07,0.012712171,-1.764354e-05,0.0034638147,83.35433467741936,-121.38711547851562,122.5053939819336,-14.739394187927246,46.135292053222656,-8.160384178161621,20.170509338378906,-19.169321060180664,23.050188064575195,-11.825939178466797,21.173412322998047,-6.720290660858154,7.005018711090088,-12.739911079406738,5.064208984375,-5.173075199127197,-1.4469952583312988,-7.036928653717041,2.6948745250701904,3.409332275390625,-2.699190855026245,2621.640869140625,414.72918701171875,341.3916931152344,193.81631469726562,176.72320556640625,106.990966796875,57.6717529296875,76.913818359375,42.480628967285156,58.431209564208984,48.96013641357422,56.246360778808594,61.896461486816406,50.54634094238281,32.82994079589844,50.560787200927734,28.89234161376953,36.93147277832031,33.72412109375,36.097251892089844,blues
blues.00009.wav,661500,0.27401423,0.092326544,0.08132098,0.004347414,1817.5295466580835,298256.5306513026,1973.6903092643122,114209.09379289631,3944.584480970637,1367139.0996854836,0.0792153184258901,0.001376557806953003,-2.1936487e-06,0.0072238604,-2.2580154e-05,0.0016778962,80.74951171875,-213.20452880859375,115.154541015625,-11.720502853393555,39.032554626464844,-20.357818603515625,13.089925765991211,-9.180815696716309,9.023638725280762,-14.101022720336914,4.283337116241455,-6.044196128845215,3.786367893218994,0.22368742525577545,-5.114480972290039,-0.41453689336776733,-1.1848986148834229,-1.9183391332626343,-2.2957961559295654,2.891230344772339,-4.234532833099365,6133.13134765625,798.753173828125,668.9546508789062,350.8248291015625,532.3013305664062,278.38568115234375,126.54536437988281,67.95232391357422,110.16604614257812,92.49028015136719,84.86531066894531,104.49430084228516,76.40331268310547,85.415771484375,104.0417251586914,59.33119583129883,58.48987579345703,83.17790985107422,77.03898620605469,91.5197525024414,blues
